475,712
1222,1834
562,843
194,291
436,655
412,619
973,1459
405,608
100,151
180,270
377,566
578,867
1111,1666
117,176
1015,1522
849,1274
715,1072
355,533
156,234
936,1404
228,342
424,637
367,550
1425,2138
626,939
120,180
607,910
440,660
336,504
314,471
340,511
340,511
128,193
175,263
1512,2268
1502,2253
187,280
571,856
845,1268
1348,2023
103,154
346,519
272,408
252,378
220,330
141,212
132,198
124,187
210,316
441,662
112,169
400,600
134,201
954,1432
434,651
1081,1622
348,522
770,1155
600,900
297,446
320,480
225,337
1036,1555
201,302
799,1198
600,900
77,116
1140,1711
713,1070
314,471
318,477
740,1110
301,452
298,447
442,663
518,777
629,943
84,126
968,1452
1100,1650
213,320
780,1170
290,435
218,327
421,632
1636,2455
262,393
1000,1501
170,255
204,306
134,201
1185,1778
277,416
984,1476
184,277
830,1245
972,1458
244,367
304,457
116,174
112,169
530,795
952,1428
196,295
127,190
439,658
410,615
220,330
621,932
631,946
163,244
290,435
139,208
197,295
672,1008
158,237
806,1209
98,148
804,1206
460,691
160,241
208,313
163,244
552,828
1130,1695
225,338
180,270
694,1042
184,277
1187,1781
344,516
453,680
235,352
264,396
446,669
914,1371
283,424
169,253
91,136
938,1407
345,518
1142,1713
542,813
198,298
187,280
91,136
86,129
76,115
86,129
1065,1598
195,293
859,1288
1543,2314
888,1332
168,252
926,1389
406,609
345,518
64,96
213,320
146,219
866,1299
165,248
448,673
585,878
163,244
363,545
221,331
992,1488
148,223
444,666
631,946
348,522
391,586
110,165
259,388
84,126
667,1000
93,140
223,335
136,205
218,327
129,194
165,248
249,374
1161,1742
225,338
400,601
962,1443
528,792
398,597
447,671
93,140
82,123
170,255
1296,1944
110,165
135,202
319,478
103,154
396,594
977,1465
897,1346
134,202
686,1029
1428,2142
124,187
492,738
456,684
871,1306
182,273
175,262
108,162
753,1130
877,1316
1173,1760
657,985
237,356
151,226
988,1483
282,423
895,1342
169,254
174,262
285,428
441,662
847,1270
720,1080
290,435
129,194
516,774
288,432
952,1429
741,1112
1197,1796
424,637
789,1184
564,846
367,550
1585,2377
247,370
1051,1576
1414,2122
386,579
823,1234
947,1421
766,1150
672,1008
141,212
501,752
105,158
1500,2250
156,234
520,781
458,688
458,687
227,341
108,162
1144,1717
280,421
165,248
206,309
1200,1800
434,651
108,162
333,500
189,284
88,133
586,879
204,306
216,324
220,331
614,922
478,718
472,709
400,601
182,273
583,875
100,151
177,266
997,1496
480,721
76,114
216,324
252,378
200,301
480,720
241,361
134,201
408,612
206,309
626,936
256,385
660,990
254,381
88,133
225,338
568,853
139,209
921,1382
458,687
441,662
446,669
333,500
576,864
732,1098
459,689
528,792
58,88
180,270
155,232
146,219
352,529
307,460
583,874
1089,1634
866,1299
411,617
213,320
54,81
247,370
122,183
339,509
840,1260
374,561
1485,2228
454,682
115,172
213,320
427,640
174,261
100,151
297,446
450,675
117,176
557,836
90,136
244,367
266,399
799,1198
536,804
808,1213
763,1144
272,408
187,280
1749,2624
1214,1821
178,268
124,187
225,338
556,834
520,781
282,423
288,432
995,1493
562,843
489,733
446,669
884,1327
195,292
717,1075
933,1400
585,878
176,264
996,1494
91,136
206,310
86,129
361,542
436,655
436,655
223,334
526,789
52,80
225,337
112,169
484,727
117,176
103,154
115,172
360,540
258,387
840,1260
1533,2300
607,910
91,137
241,362
555,833
223,334
237,356
199,298
417,626
486,729
592,889
220,331
79,119
165,247
120,180
791,1186
204,306
246,369
259,388
172,259
936,1404
96,144
825,1238
112,169
470,706
144,216
287,430
376,565
124,187
180,270
153,230
916,1375
1464,2196
432,648
165,247
240,360
98,147
184,277
98,147
639,959
156,234
177,266
252,378
472,709
118,178
100,151
105,158
48,72
98,147
208,313
1081,1621
117,176
84,126
82,123
1059,1589
591,887
278,417
609,914
417,626
535,802
112,169
211,316
318,477
187,280
280,421
228,342
1029,1544
402,604
223,334
129,194
134,201
547,820
230,345
112,169
548,822
112,169
103,154
276,414
624,936
134,201
148,222
65,98
74,111
64,96
1053,1580
172,259
514,771
645,968
108,162
223,334
151,227
169,254
1449,2174
1032,1548
246,370
814,1222
445,668
1453,2180
360,540
455,682
542,813
389,584
454,681
81,122
460,691
1089,1634
729,1094
820,1231
511,766
93,140
194,291
446,669
196,295
144,216
108,162
235,352
464,696
628,943
698,1047
132,198
491,737
1224,1836
309,464
1000,1501
667,1000
115,172
127,190
611,917
93,140
400,601
226,338
1037,1551
115,172
616,925
508,762
515,772
165,248
568,853
158,237
180,270
777,1166
988,1483
172,259
112,169
103,154
316,475
402,604
285,428
273,410
290,435
109,164
806,1209
153,230
1239,1859
832,1249
1003,1504
1524,2286
712,1069
844,1267
385,578
177,266
206,309
268,403
278,417
441,662
950,1425
216,324
240,360
1168,1753
811,1216
98,147
1111,1666
196,295
56,85
973,1460
528,792
254,382
300,450
391,586
100,150
150,225
441,662
475,712
453,680
117,176
1080,1620
102,153
559,838
222,333
122,183
211,316
199,298
281,422
1036,1555
609,914
416,623
309,464
443,664
753,1130
769,1153
100,151
88,133
217,325
417,626
78,117
692,1038
254,381
201,302
924,1386
239,358
76,115
1303,1954
105,158
124,187
304,456
144,216
72,109
686,1029
1074,1611
751,1126
993,1490
88,133
340,511
88,132
168,252
186,280
203,305
110,165
339,509
1329,1994
1341,2012
172,259
345,518
410,615
127,190
162,243
153,230
909,1364
578,867
767,1151
129,194
117,176
240,360
734,1101
1123,1684
225,338
964,1447
612,918
1027,1540
88,133
834,1251
321,482
91,136
115,172
564,846
627,940
644,966
576,864
211,316
114,171
108,162
227,340
163,244
160,241
297,446
681,1022
60,91
208,313
1049,1574
938,1407
597,896
2103,3155
568,853
537,806
653,980
537,806
187,280
566,849
1017,1526
381,572
398,597
340,511
717,1076
210,316
124,187
799,1198
931,1396
742,1113
136,205
116,174
321,482
621,932
79,118
775,1162
868,1303
1116,1674
202,303
508,763
784,1177
168,252
913,1370
1159,1739
864,1297
655,982
458,687
628,943
362,544
597,896
470,705
724,1087
293,440
223,335
1224,1836
1224,1837
88,133
352,529
184,277
1046,1570
410,615
1188,1782
108,162
136,205
1466,2199
412,619
343,514
1376,2065
140,210
965,1448
991,1486
160,240
96,144
96,145
192,288
136,205
237,356
180,271
578,867
1064,1596
196,295
537,806
105,158
633,950
362,543
53,79
687,1030
314,471
199,298
839,1259
91,136
189,284
88,133
326,489
471,707
141,212
357,536
117,176
984,1476
295,442
482,723
364,547
926,1389
92,139
444,666
501,752
552,828
465,698
489,734
96,144
185,278
417,626
112,168
1015,1522
1636,2455
531,797
283,424
1012,1519
552,828
295,442
93,140
1216,1824
463,694
216,324
62,94
325,487
645,968
664,997
388,583
357,536
254,381
326,489
302,453
105,158
715,1072
439,658
520,781
465,698
139,208
115,172
148,223
170,255
204,306
201,302
189,284
132,198
172,259
609,914
676,1015
432,648
1017,1526
640,961
1176,1764
192,288
331,496
256,385
1351,2027
220,330
477,716
131,197
549,824
103,154
201,302
1802,2703
352,529
331,496
268,403
259,388
1223,1835
501,752
163,244
69,104
71,107
1099,1649
96,144
374,561
645,968
1143,1715
676,1015
128,193
232,349
60,90
103,154
362,544
789,1184
415,622
100,151
441,662
197,296
221,332
189,284
120,181
611,917
186,279
221,331
667,1000
115,172
686,1029
607,910
379,568
195,292
124,187
255,379
178,267
381,572
131,197
355,532
333,500
158,237
230,345
96,144
594,891
307,460
249,374
422,633
313,470
357,536
170,255
465,698
964,1447
76,114
103,154
96,144
1094,1641
276,414
578,867
972,1458
91,136
88,133
114,171
645,968
656,984
323,485
242,363
595,892
1121,1681
1394,2091
86,129
312,468
328,493
536,804
328,493
573,860
350,525
400,601
107,160
1161,1742
460,691
100,151
719,1078
328,493
1011,1517
294,441
219,329
345,518
468,702
139,208
196,295
938,1407
262,393
1260,1890
578,867
254,381
386,579
470,705
150,225
94,141
468,702
1046,1569
372,558
537,806
46,69
134,201
79,119
1046,1569
298,447
197,296
232,349
448,673
180,270
218,327
180,270
195,293
309,464
921,1382
899,1349
396,594
98,147
1058,1587
577,866
371,557
429,644
694,1042
151,226
309,463
755,1132
151,226
206,309
2019,3029
151,226
120,180
153,230
158,237
120,180
151,226
529,793
206,309
153,230
206,309
1483,2224
208,312
679,1018
84,126
578,867
319,478
363,544
99,149
492,738
488,732
181,272
561,842
698,1047
549,824
1826,2739
121,182
1104,1656
1432,2149
1068,1602
508,763
895,1342
93,140
103,154
523,784
117,176
439,658
516,774
775,1162
1228,1843
100,151
487,731
189,284
426,639
657,986
103,154
68,103
74,112
328,493
185,278
892,1339
194,291
199,298
454,681
379,568
434,651
185,278
487,730
980,1471
744,1116
867,1300
146,220
427,641
460,691
84,126
86,129
1243,1864
189,284
758,1137
417,626
739,1108
398,597
912,1368
403,604
684,1027
911,1367
772,1159
259,388
568,853
843,1264
242,363
141,212
173,260
568,853
407,611
1053,1580
115,172
108,162
90,136
242,363
177,266
148,223
937,1405
261,392
288,432
359,538
290,435
120,180
141,212
842,1263
494,741
386,579
578,867
617,925
546,819
103,154
705,1058
49,74
1210,1816
754,1131
110,165
1123,1684
271,406
163,244
336,504
738,1107
1377,2066
200,301
559,838
832,1249
1169,1754
919,1378
1324,1987
470,705
209,314
385,577
73,110
638,957
823,1234
100,151
103,154
199,298
242,363
158,237
654,982
847,1270
1226,1840
530,795
680,1020
1310,1965
897,1346
214,321
969,1454
888,1332
825,1237
914,1371
921,1382
940,1411
926,1389
1876,2814
184,277
718,1077
661,992
892,1339
324,486
98,147
302,453
145,218
405,608
429,644
192,288
595,892
565,848
146,219
342,513
456,684
244,367
206,309
155,233
1147,1720
439,658
89,134
144,216
374,561
122,183
235,352
252,378
275,413
100,151
624,936
100,151
1621,2431
264,396
590,885
496,745
468,703
115,172
249,374
566,849
862,1293
610,915
1135,1702
141,212
1392,2088
184,276
628,943
518,777
410,615
328,493
549,824
312,468
136,205
443,665
189,284
88,133
240,360
350,525
213,320
684,1026
265,398
216,324
552,828
100,151
688,1033
189,284
184,277
412,618
558,838
574,862
300,450
420,630
585,878
1111,1666
808,1213
345,518
348,522
220,331
314,471
398,597
98,147
91,136
96,144
348,522
598,898
1015,1523
676,1015
580,871
821,1231
861,1292
100,151
96,144
422,634
158,237
943,1415
650,975
1354,2031
773,1159
792,1188
144,216
408,613
62,93
100,151
921,1382
100,151
187,280
1222,1834
175,262
261,392
325,488
309,464
494,741
170,255
352,528
1252,1879
283,424
686,1029
948,1422
1408,2113
716,1075
801,1202
758,1137
444,666
448,673
964,1447
379,568
388,583
